page_16_line_9_word_9.png,निर्धास्तपणे
page_16_line_10_word_1.png,कार्यकर्त्यांना
page_16_line_10_word_2.png,आसरा
page_16_line_10_word_3.png,देत
page_16_line_10_word_4.png,होती.
page_16_line_10_word_5.png,कार्यकर्त्यांना
page_16_line_10_word_6.png,कुटुंबाचा
page_16_line_10_word_7.png,भाग
page_16_line_10_word_8.png,बनवीत
page_16_line_10_word_9.png,होती.
page_16_line_11_word_1.png,त्याचबरोबर
page_16_line_11_word_2.png,असे
page_16_line_11_word_3.png,करण्यामुळे
page_16_line_11_word_4.png,जी
page_16_line_11_word_5.png,जोखीम
page_16_line_11_word_6.png,स्वीकारावी
page_16_line_11_word_7.png,लागत
page_16_line_11_word_8.png,होती
page_16_line_11_word_9.png,तीही
page_16_line_12_word_1.png,स्वीकारायला अण्णांच्यासारख्या
page_16_line_12_word_2.png,निधड्या
page_16_line_12_word_3.png,छातीचा
page_16_line_12_word_4.png,बुजुर्ग
page_16_line_12_word_5.png,माणूसच
page_16_line_12_word_6.png,योग्य
page_16_line_12_word_7.png,होता.
page_16_line_13_word_1.png,क्रांतिसिंह
page_16_line_13_word_2.png,खरे
page_16_line_13_word_3.png,गाजले
page_16_line_13_word_4.png,ते
page_16_line_13_word_5.png,१९४२
page_16_line_13_word_6.png,च्या
page_16_line_13_word_7.png,सातार्‍याच्या
page_16_line_13_word_8.png,प्रतिसरकारचे
page_16_line_13_word_9.png,नेते
page_16_line_13_word_10.png,म्हणून.
page_16_line_14_word_1.png,पण
page_16_line_14_word_2.png,हे
page_16_line_14_word_3.png,नेतृत्व
page_16_line_14_word_4.png,त्यांना
page_16_line_14_word_5.png,प्राप्त
page_16_line_14_word_6.png,करून
page_16_line_14_word_7.png,देणारा
page_16_line_14_word_8.png,कष्टाचा
page_16_line_14_word_9.png,काळ
page_16_line_14_word_10.png,हा
page_16_line_14_word_11.png,१९३०
page_16_line_14_word_12.png,ते
page_16_line_14_word_13.png,४२चा
page_16_line_14_word_14.png,होता.
page_16_line_14_word_15.png,याच
page_16_line_15_word_1.png,काळात
page_16_line_15_word_2.png,नाना
page_16_line_15_word_3.png,जनतेला
page_16_line_15_word_4.png,क्रांतीप्रवण
page_16_line_15_word_5.png,केले
page_16_line_15_word_6.png,आणि
page_16_line_15_word_7.png,पुढच्या
page_16_line_15_word_8.png,संघर्षासाठी घडवले
page_16_line_16_word_1.png,आणि
page_16_line_16_word_2.png,याच
page_16_line_16_word_3.png,काळात
page_16_line_16_word_4.png,जनतेने
page_16_line_16_word_5.png,नाना
page_16_line_16_word_6.png,पाटलांना
page_16_line_16_word_7.png,क्रांतिसिंह
page_16_line_16_word_8.png,बनवत
page_16_line_16_word_9.png,नेले.
page_16_line_16_word_10.png,क़रांतिसिह
page_16_line_17_word_1.png,म्हणून
page_16_line_17_word_2.png,घडवले.
page_16_line_18_word_1.png,१९३०
page_16_line_18_word_2.png,सालच्या
page_16_line_18_word_3.png,सविनय
page_16_line_18_word_4.png,कायदेभंगाच्या
page_16_line_18_word_5.png,चळवळीत
page_16_line_18_word_6.png,सहभाग
page_16_line_18_word_7.png,करून
page_16_line_19_word_1.png,क्रांतिसिहांनी
page_16_line_19_word_2.png,स्वातंत्र्य
page_16_line_19_word_3.png,चळवळीतले आपले
page_16_line_19_word_4.png,कृतिज्लील
page_16_line_19_word_5.png,सहभागाचे
page_16_line_19_word_6.png,काम
page_16_line_19_word_7.png,सुरू
page_16_line_19_word_8.png,केले.
page_16_line_20_word_1.png,सरकारचे
page_16_line_20_word_2.png,वॉरंट
page_16_line_20_word_3.png,झुगारून
page_16_line_20_word_4.png,देऊन
page_16_line_20_word_5.png,अण्णांनी
page_16_line_20_word_6.png,दोन
page_16_line_20_word_7.png,वर्षे
page_16_line_20_word_8.png,पोलिसांना
page_16_line_20_word_9.png,न
page_16_line_20_word_10.png,सापडता
page_16_line_20_word_11.png,गावोगावी
page_16_line_21_word_1.png,धूमधडाक्याने
page_16_line_21_word_2.png,प्रचार
page_16_line_21_word_3.png,सभा
page_16_line_21_word_4.png,घेण्याचा
page_16_line_21_word_5.png,सपाटा
page_16_line_21_word_6.png,चालवला.
page_16_line_21_word_7.png,१९३२
page_16_line_21_word_8.png,सालीच
page_16_line_21_word_9.png,पहिल्यांदा
page_16_line_22_word_1.png,पोलीस
page_16_line_22_word_2.png,त्यांना
page_16_line_22_word_3.png,अटक
page_16_line_22_word_4.png,करू
page_16_line_22_word_5.png,शकले.
page_16_line_22_word_6.png,पण
page_16_line_22_word_7.png,ही
page_16_line_22_word_8.png,शिक्षा
page_16_line_22_word_9.png,साधी
page_16_line_22_word_10.png,नव्हती.
page_16_line_22_word_11.png,सक्तमजुरीची
page_16_line_22_word_12.png,होती.
page_16_line_23_word_1.png,येरवडा
page_16_line_23_word_2.png,जेलमध्ये
page_16_line_23_word_3.png,मोठ्या
page_16_line_23_word_4.png,जात्यावर
page_16_line_23_word_5.png,दळण
page_16_line_23_word_6.png,दळण्यापासून
page_16_line_23_word_7.png,अनेक
page_16_line_23_word_8.png,हालअपेष्टा
page_16_line_23_word_9.png,करणारे
page_16_line_24_word_1.png,श्रम
page_16_line_24_word_2.png,त्यांना
page_16_line_24_word_3.png,करणे
page_16_line_24_word_4.png,भाग
page_16_line_24_word_5.png,पाडले
page_16_line_24_word_6.png,गेले.
page_16_line_24_word_7.png,१९३२
page_16_line_24_word_8.png,ते
page_16_line_24_word_9.png,४२
page_16_line_24_word_10.png,या
page_16_line_24_word_11.png,दहा
page_16_line_24_word_12.png,वर्षांत
page_16_line_24_word_13.png,अण्णांना
page_16_line_24_word_14.png,आठ
page_16_line_24_word_15.png,वेळा
page_16_line_25_word_1.png,तुरुंगवासाची
page_16_line_25_word_2.png,भोगावी लागली.
page_16_line_26_word_1.png,१९३०
page_16_line_26_word_2.png,साली
page_16_line_26_word_3.png,वॉरंट
page_16_line_26_word_4.png,झुगारून
page_16_line_26_word_5.png,क्रांतिसिंह
